# Solar longitude: 30 degrees
# Comet distance: 10 km
longitude_deg,latitude_deg,dsmc_wind_m_s,computed_wind_z_m_s,difference_m_s,relative_error_percent
77.200000,40.400000,7.091000e+02,7.124626e+02,3.362577e+00,0.47
39.500000,63.600000,6.331000e+02,6.376530e+02,4.553002e+00,0.72
52.000000,72.600000,6.571000e+02,6.558890e+02,-1.211043e+00,-0.18
47.600000,59.600000,6.666000e+02,6.484832e+02,-1.811683e+01,-2.72
88.000000,42.900000,7.317000e+02,7.265841e+02,-5.115888e+00,-0.70
84.400000,46.900000,7.229000e+02,7.155341e+02,-7.365922e+00,-1.02
78.700000,60.700000,6.837000e+02,6.904309e+02,6.730910e+00,0.98
77.300000,58.500000,6.920000e+02,6.904742e+02,-1.525753e+00,-0.22
72.400000,55.100000,6.886000e+02,6.866135e+02,-1.986510e+00,-0.29
62.900000,62.300000,6.679000e+02,6.711233e+02,3.223258e+00,0.48
73.500000,57.700000,6.861000e+02,6.861369e+02,3.690854e-02,0.01
70.300000,57.900000,6.770000e+02,6.818517e+02,4.851733e+00,0.72
74.600000,59.200000,6.852000e+02,6.864840e+02,1.283952e+00,0.19
73.900000,60.400000,6.798000e+02,6.848203e+02,5.020311e+00,0.74
75.700000,61.700000,6.957000e+02,6.860920e+02,-9.607953e+00,-1.38
60.300000,69.600000,6.600000e+02,6.657758e+02,5.775784e+00,0.88
86.300000,48.200000,7.273000e+02,7.164956e+02,-1.080445e+01,-1.49
85.700000,42.100000,7.256000e+02,7.246341e+02,-9.658579e-01,-0.13
66.500000,45.500000,6.867000e+02,6.853760e+02,-1.323954e+00,-0.19
58.900000,55.800000,6.647000e+02,6.666717e+02,1.971726e+00,0.30
49.400000,58.700000,6.395000e+02,6.511974e+02,1.169740e+01,1.83
66.700000,58.100000,6.647000e+02,6.770990e+02,1.239900e+01,1.87
57.500000,52.400000,6.688000e+02,6.647674e+02,-4.032623e+00,-0.60
56.100000,59.800000,6.720000e+02,6.624449e+02,-9.555102e+00,-1.42
54.700000,61.000000,6.564000e+02,6.605873e+02,4.187332e+00,0.64
80.700000,57.400000,7.033000e+02,6.960483e+02,-7.251682e+00,-1.03
51.100000,60.100000,6.456000e+02,6.548093e+02,9.209290e+00,1.43
56.000000,58.000000,6.419000e+02,6.621015e+02,2.020154e+01,3.15
58.800000,59.200000,6.601000e+02,6.662818e+02,6.181787e+00,0.94
79.300000,51.000000,7.074000e+02,7.014164e+02,-5.983650e+00,-0.85
73.100000,72.400000,6.783000e+02,6.742280e+02,-4.071961e+00,-0.60
61.000000,73.000000,6.674000e+02,6.636370e+02,-3.763011e+00,-0.56
45.300000,74.100000,6.605000e+02,6.484925e+02,-1.200751e+01,-1.82
73.600000,58.300000,6.780000e+02,6.858426e+02,7.842572e+00,1.16
48.700000,56.800000,6.551000e+02,6.487556e+02,-6.344420e+00,-0.97
78.300000,61.700000,6.885000e+02,6.891445e+02,6.445300e-01,0.09
75.300000,44.600000,6.979000e+02,7.031766e+02,5.276561e+00,0.76
78.600000,45.900000,6.999000e+02,7.073659e+02,7.465881e+00,1.07
37.800000,69.900000,6.474000e+02,6.405065e+02,-6.893474e+00,-1.06
30.300000,69.700000,6.473000e+02,6.303154e+02,-1.698461e+01,-2.62
55.200000,47.900000,6.735000e+02,6.612001e+02,-1.229991e+01,-1.83
79.800000,66.400000,6.995000e+02,6.868005e+02,-1.269947e+01,-1.82
53.500000,48.300000,6.617000e+02,6.573105e+02,-4.389468e+00,-0.66
73.900000,42.200000,6.988000e+02,7.035534e+02,4.753418e+00,0.68
51.600000,61.800000,6.305000e+02,6.562394e+02,2.573942e+01,4.08
79.700000,63.300000,6.788000e+02,6.894571e+02,1.065710e+01,1.57
89.200000,39.800000,7.385000e+02,7.318309e+02,-6.669109e+00,-0.90
88.900000,38.500000,7.426000e+02,7.329958e+02,-9.604229e+00,-1.29
78.200000,63.000000,6.899000e+02,6.880085e+02,-1.891471e+00,-0.27
76.900000,50.800000,6.864000e+02,6.978268e+02,1.142683e+01,1.66
49.800000,57.700000,6.542000e+02,6.513926e+02,-2.807409e+00,-0.43
53.700000,55.500000,6.488000e+02,6.578326e+02,9.032639e+00,1.39
52.900000,51.600000,6.601000e+02,6.557290e+02,-4.371002e+00,-0.66
52.600000,57.100000,6.442000e+02,6.562520e+02,1.205202e+01,1.87
47.500000,59.000000,6.631000e+02,6.478757e+02,-1.522432e+01,-2.30
62.600000,55.800000,6.661000e+02,6.722996e+02,6.199599e+00,0.93
48.800000,53.000000,6.542000e+02,6.469772e+02,-7.222768e+00,-1.10
46.900000,57.000000,6.431000e+02,6.452111e+02,2.111112e+00,0.33
49.300000,58.700000,6.566000e+02,6.510157e+02,-5.584308e+00,-0.85
61.200000,53.600000,6.651000e+02,6.708402e+02,5.740241e+00,0.86
36.700000,66.200000,6.245000e+02,6.359920e+02,1.149200e+01,1.84
67.600000,45.800000,6.856000e+02,6.872020e+02,1.601996e+00,0.23
45.200000,57.900000,6.437000e+02,6.424120e+02,-1.288049e+00,-0.20
46.500000,59.500000,6.568000e+02,6.463670e+02,-1.043304e+01,-1.59
48.300000,56.200000,6.547000e+02,6.475752e+02,-7.124840e+00,-1.09
49.500000,59.400000,6.476000e+02,6.517628e+02,4.162779e+00,0.64
45.800000,56.900000,6.417000e+02,6.428001e+02,1.100122e+00,0.17
58.700000,48.000000,6.717000e+02,6.684834e+02,-3.216635e+00,-0.48
49.900000,55.600000,6.494000e+02,6.505356e+02,1.135557e+00,0.17
49.300000,56.500000,6.561000e+02,6.497838e+02,-6.316206e+00,-0.96
50.600000,57.300000,6.529000e+02,6.526907e+02,-2.093412e-01,-0.03
52.400000,57.100000,6.339000e+02,6.558959e+02,2.199589e+01,3.47
52.600000,57.600000,6.504000e+02,6.564083e+02,6.008323e+00,0.92
52.400000,54.800000,6.597000e+02,6.552215e+02,-4.478453e+00,-0.68
56.700000,45.000000,6.729000e+02,6.657787e+02,-7.121251e+00,-1.06
55.600000,70.000000,6.587000e+02,6.609295e+02,2.229489e+00,0.34
52.800000,51.400000,6.618000e+02,6.555051e+02,-6.294893e+00,-0.95
72.300000,56.600000,6.776000e+02,6.853334e+02,7.733425e+00,1.14
61.200000,57.700000,6.738000e+02,6.698179e+02,-3.982103e+00,-0.59
58.300000,59.500000,6.646000e+02,6.655735e+02,9.735186e-01,0.15
88.300000,39.700000,7.388000e+02,7.310346e+02,-7.765435e+00,-1.05
52.900000,64.600000,6.497000e+02,6.587133e+02,9.013306e+00,1.39
78.900000,40.700000,7.028000e+02,7.153542e+02,1.255420e+01,1.79
82.200000,42.900000,7.160000e+02,7.180503e+02,2.050251e+00,0.29
85.000000,39.600000,7.301000e+02,7.270845e+02,-3.015533e+00,-0.41
46.500000,60.700000,6.541000e+02,6.472975e+02,-6.802491e+00,-1.04
75.500000,58.300000,6.812000e+02,6.882949e+02,7.094866e+00,1.04
45.000000,61.500000,6.428000e+02,6.452717e+02,2.471676e+00,0.38
66.900000,54.200000,6.630000e+02,6.793347e+02,1.633469e+01,2.46
48.800000,55.400000,6.274000e+02,6.481553e+02,2.075526e+01,3.31
46.500000,56.400000,6.455000e+02,6.439029e+02,-1.597127e+00,-0.25
49.000000,51.200000,6.564000e+02,6.468229e+02,-9.577053e+00,-1.46
55.000000,50.500000,6.508000e+02,6.601853e+02,9.385323e+00,1.44
79.300000,45.100000,6.990000e+02,7.097687e+02,1.076874e+01,1.54
57.200000,48.000000,6.735000e+02,6.654218e+02,-8.078248e+00,-1.20
72.100000,57.700000,6.822000e+02,6.843094e+02,2.109424e+00,0.31
54.900000,42.500000,6.715000e+02,6.632756e+02,-8.224436e+00,-1.22
70.100000,43.400000,6.759000e+02,6.945273e+02,1.862730e+01,2.76
46.600000,61.400000,6.501000e+02,6.479906e+02,-2.109378e+00,-0.32
52.000000,66.300000,6.563000e+02,6.577239e+02,1.423863e+00,0.22
46.000000,60.600000,6.590000e+02,6.463204e+02,-1.267957e+01,-1.92
45.500000,58.600000,6.371000e+02,6.436612e+02,6.561246e+00,1.03
52.100000,67.000000,6.542000e+02,6.578513e+02,3.651307e+00,0.56
48.700000,61.700000,6.479000e+02,6.516819e+02,3.781925e+00,0.58
77.700000,42.000000,6.994000e+02,7.112871e+02,1.188712e+01,1.70
59.900000,50.500000,6.669000e+02,6.697164e+02,2.816399e+00,0.42
41.000000,71.500000,6.512000e+02,6.447610e+02,-6.439038e+00,-0.99
51.200000,51.200000,6.587000e+02,6.519600e+02,-6.740037e+00,-1.02
47.800000,53.600000,6.617000e+02,6.449575e+02,-1.674251e+01,-2.53
70.900000,55.300000,6.787000e+02,6.843477e+02,5.647706e+00,0.83
75.600000,58.200000,6.859000e+02,6.885025e+02,2.602451e+00,0.38
67.200000,56.700000,6.602000e+02,6.784017e+02,1.820171e+01,2.76
73.600000,52.800000,6.857000e+02,6.904314e+02,4.731422e+00,0.69
69.600000,57.000000,6.756000e+02,6.814584e+02,5.858373e+00,0.87
83.500000,57.100000,7.045000e+02,7.002610e+02,-4.238971e+00,-0.60
78.000000,51.300000,7.071000e+02,6.989628e+02,-8.137172e+00,-1.15
79.400000,58.700000,6.962000e+02,6.930467e+02,-3.153344e+00,-0.45
57.300000,44.600000,6.912000e+02,6.673261e+02,-2.387388e+01,-3.45
74.700000,68.500000,6.818000e+02,6.799653e+02,-1.834669e+00,-0.27
62.000000,49.900000,6.768000e+02,6.738085e+02,-2.991498e+00,-0.44
51.900000,55.300000,6.523000e+02,6.543908e+02,2.090757e+00,0.32
81.600000,80.600000,6.707000e+02,6.613811e+02,-9.318947e+00,-1.39
88.300000,78.100000,6.555000e+02,6.718800e+02,1.637997e+01,2.50
57.300000,73.800000,6.614000e+02,6.596423e+02,-1.757722e+00,-0.27
70.800000,48.200000,6.772000e+02,6.906204e+02,1.342043e+01,1.98
76.000000,41.400000,7.018000e+02,7.087763e+02,6.976308e+00,0.99
77.300000,41.900000,7.016000e+02,7.106573e+02,9.057279e+00,1.29
70.300000,42.800000,6.837000e+02,6.955796e+02,1.187960e+01,1.74
75.600000,44.800000,6.938000e+02,7.034700e+02,9.669961e+00,1.39
74.400000,45.800000,6.925000e+02,6.999273e+02,7.427323e+00,1.07
71.800000,47.600000,6.854000e+02,6.930404e+02,7.640425e+00,1.11
70.700000,69.200000,6.732000e+02,6.757045e+02,2.504549e+00,0.37
76.000000,68.000000,6.918000e+02,6.816315e+02,-1.016854e+01,-1.47
86.800000,72.000000,6.886000e+02,6.853382e+02,-3.261845e+00,-0.47
82.400000,65.400000,6.917000e+02,6.904494e+02,-1.250608e+00,-0.18
60.900000,44.800000,6.921000e+02,6.748163e+02,-1.728366e+01,-2.50
57.000000,64.700000,6.683000e+02,6.638025e+02,-4.497504e+00,-0.67
60.400000,68.700000,6.739000e+02,6.663697e+02,-7.530266e+00,-1.12
69.300000,63.700000,6.841000e+02,6.778010e+02,-6.299002e+00,-0.92
65.600000,55.700000,6.575000e+02,6.766633e+02,1.916328e+01,2.91
53.000000,63.800000,6.516000e+02,6.587286e+02,7.128601e+00,1.09
53.500000,65.300000,6.357000e+02,6.595340e+02,2.383400e+01,3.75
54.100000,67.200000,6.621000e+02,6.601704e+02,-1.929613e+00,-0.29
48.000000,62.400000,6.575000e+02,6.509480e+02,-6.551991e+00,-1.00
56.300000,62.200000,6.582000e+02,6.629328e+02,4.732805e+00,0.72
48.600000,66.700000,6.627000e+02,6.534898e+02,-9.210199e+00,-1.39
61.300000,63.200000,6.621000e+02,6.690629e+02,6.962942e+00,1.05
63.300000,64.100000,6.571000e+02,6.711219e+02,1.402194e+01,2.13
72.700000,58.500000,6.823000e+02,6.845571e+02,2.257109e+00,0.33
72.400000,73.100000,6.805000e+02,6.727085e+02,-7.791466e+00,-1.14
63.100000,65.300000,6.665000e+02,6.705334e+02,4.033412e+00,0.61
65.100000,58.300000,6.723000e+02,6.749385e+02,2.638464e+00,0.39
74.900000,61.100000,6.909000e+02,6.855580e+02,-5.342048e+00,-0.77
76.700000,57.100000,6.891000e+02,6.908743e+02,1.774276e+00,0.26
78.200000,59.100000,6.949000e+02,6.911348e+02,-3.765225e+00,-0.54
79.000000,41.100000,7.056000e+02,7.149927e+02,9.392708e+00,1.33
79.200000,44.000000,7.009000e+02,7.112075e+02,1.030746e+01,1.47
77.600000,48.200000,6.986000e+02,7.023813e+02,3.781334e+00,0.54
69.000000,47.900000,6.761000e+02,6.877495e+02,1.164948e+01,1.72
56.100000,49.700000,6.602000e+02,6.626045e+02,2.404517e+00,0.36
50.500000,50.600000,6.582000e+02,6.502709e+02,-7.929106e+00,-1.20
57.400000,51.300000,6.696000e+02,6.648004e+02,-4.799642e+00,-0.72
41.500000,75.100000,6.350000e+02,6.442825e+02,9.282494e+00,1.46
33.700000,75.800000,6.500000e+02,6.365266e+02,-1.347343e+01,-2.07
68.300000,53.800000,6.518000e+02,6.816592e+02,2.985923e+01,4.58
46.400000,58.100000,6.184000e+02,6.450486e+02,2.664859e+01,4.31
54.400000,74.300000,6.536000e+02,6.566337e+02,3.033740e+00,0.46
65.400000,74.100000,6.596000e+02,6.658963e+02,6.296276e+00,0.95
49.500000,67.400000,6.576000e+02,6.547113e+02,-2.888703e+00,-0.44
39.400000,73.300000,6.415000e+02,6.428400e+02,1.340030e+00,0.21
68.800000,49.700000,6.747000e+02,6.857103e+02,1.101027e+01,1.63
58.400000,62.100000,6.573000e+02,6.656566e+02,8.356600e+00,1.27
75.500000,64.100000,6.887000e+02,6.842223e+02,-4.477717e+00,-0.65
61.800000,68.200000,6.768000e+02,6.680096e+02,-8.790432e+00,-1.30
88.300000,68.500000,6.819000e+02,6.923461e+02,1.044613e+01,1.53
68.400000,65.000000,6.733000e+02,6.762258e+02,2.925812e+00,0.43
77.900000,66.000000,6.822000e+02,6.852545e+02,3.054460e+00,0.45
46.700000,71.600000,6.442000e+02,6.510462e+02,6.846170e+00,1.06
67.700000,67.900000,6.751000e+02,6.739053e+02,-1.194716e+00,-0.18
82.100000,70.100000,6.843000e+02,6.846595e+02,3.594905e-01,0.05
61.300000,56.800000,6.769000e+02,6.701389e+02,-6.761065e+00,-1.00
57.500000,56.200000,6.596000e+02,6.644099e+02,4.809935e+00,0.73
56.700000,56.900000,6.602000e+02,6.631304e+02,2.930421e+00,0.44
61.500000,54.300000,6.700000e+02,6.710952e+02,1.095223e+00,0.16
67.400000,52.000000,6.652000e+02,6.815498e+02,1.634977e+01,2.46
56.200000,52.900000,6.832000e+02,6.623002e+02,-2.089984e+01,-3.06
66.600000,75.700000,6.740000e+02,6.643849e+02,-9.615101e+00,-1.43
60.000000,74.000000,6.628000e+02,6.616902e+02,-1.109772e+00,-0.17
69.800000,73.900000,6.606000e+02,6.695620e+02,8.962029e+00,1.36
51.900000,60.500000,6.403000e+02,6.562462e+02,1.594625e+01,2.49
81.300000,59.900000,6.896000e+02,6.943961e+02,4.796148e+00,0.70
80.300000,57.000000,6.962000e+02,6.959047e+02,-2.953486e-01,-0.04
81.000000,57.700000,7.007000e+02,6.961537e+02,-4.546277e+00,-0.65
88.000000,54.900000,7.152000e+02,7.094784e+02,-5.721629e+00,-0.80
63.800000,44.800000,6.887000e+02,6.806798e+02,-8.020207e+00,-1.16
73.500000,47.000000,6.939000e+02,6.967810e+02,2.881043e+00,0.42
85.100000,42.700000,7.207000e+02,7.229063e+02,2.206307e+00,0.31
88.700000,38.900000,7.402000e+02,7.323659e+02,-7.834064e+00,-1.06
80.900000,42.600000,7.193000e+02,7.162788e+02,-3.021228e+00,-0.42
68.900000,46.900000,6.884000e+02,6.885558e+02,1.558361e-01,0.02
84.500000,42.800000,7.198000e+02,7.218634e+02,2.063407e+00,0.29
76.000000,40.500000,7.088000e+02,7.099294e+02,1.129382e+00,0.16
77.500000,43.800000,7.019000e+02,7.083916e+02,6.491616e+00,0.92
46.000000,64.200000,6.493000e+02,6.488777e+02,-4.222621e-01,-0.07
54.100000,42.800000,6.652000e+02,6.612002e+02,-3.999803e+00,-0.60
64.700000,66.100000,6.675000e+02,6.719045e+02,4.404509e+00,0.66
68.400000,65.000000,6.752000e+02,6.762258e+02,1.025812e+00,0.15
75.500000,67.000000,6.929000e+02,6.820353e+02,-1.086474e+01,-1.57
73.700000,69.300000,6.794000e+02,6.783018e+02,-1.098209e+00,-0.16
77.300000,61.200000,7.019000e+02,6.883413e+02,-1.355875e+01,-1.93
75.100000,48.300000,6.958000e+02,6.979686e+02,2.168613e+00,0.31
61.200000,66.200000,6.527000e+02,6.682134e+02,1.551336e+01,2.38
57.600000,67.800000,6.621000e+02,6.638785e+02,1.778519e+00,0.27
35.600000,64.600000,6.304000e+02,6.320902e+02,1.690231e+00,0.27
58.900000,44.200000,6.828000e+02,6.710292e+02,-1.177080e+01,-1.72
54.100000,48.700000,6.703000e+02,6.585686e+02,-1.173138e+01,-1.75
56.400000,45.100000,6.731000e+02,6.650611e+02,-8.038915e+00,-1.19
76.700000,55.600000,6.963000e+02,6.922489e+02,-4.051053e+00,-0.58
71.200000,48.100000,6.705000e+02,6.914285e+02,2.092850e+01,3.12
76.300000,48.800000,6.978000e+02,6.993744e+02,1.574448e+00,0.23
62.000000,45.800000,6.737000e+02,6.763517e+02,2.651691e+00,0.39
69.000000,59.900000,6.745000e+02,6.791879e+02,4.687897e+00,0.70
61.400000,44.300000,6.758000e+02,6.761964e+02,3.964242e-01,0.06
65.400000,71.800000,6.762000e+02,6.686257e+02,-7.574323e+00,-1.12
71.100000,50.500000,6.750000e+02,6.887695e+02,1.376946e+01,2.04
67.100000,52.200000,6.788000e+02,6.809341e+02,2.134119e+00,0.31
67.900000,51.800000,6.773000e+02,6.824898e+02,5.189822e+00,0.77
71.100000,51.900000,6.831000e+02,6.874373e+02,4.337342e+00,0.63
43.000000,67.800000,6.458000e+02,6.464386e+02,6.385816e-01,0.10
63.600000,71.600000,6.625000e+02,6.672700e+02,4.770001e+00,0.72
73.400000,62.500000,6.816000e+02,6.829471e+02,1.347073e+00,0.20
71.000000,63.200000,6.819000e+02,6.798958e+02,-2.004237e+00,-0.29
63.400000,64.800000,6.705000e+02,6.710193e+02,5.192835e-01,0.08
66.200000,67.900000,6.595000e+02,6.724681e+02,1.296808e+01,1.97
50.000000,67.500000,6.563000e+02,6.553265e+02,-9.735109e-01,-0.15
56.500000,71.000000,6.561000e+02,6.612557e+02,5.155716e+00,0.79
71.900000,49.900000,6.721000e+02,6.906973e+02,1.859735e+01,2.77
50.800000,61.300000,6.344000e+02,6.548280e+02,2.042805e+01,3.22
47.700000,66.200000,6.479000e+02,6.521878e+02,4.287821e+00,0.66
31.800000,72.100000,6.055000e+02,6.340631e+02,2.856306e+01,4.72
48.600000,51.800000,6.478000e+02,6.460460e+02,-1.753959e+00,-0.27
54.400000,52.500000,6.573000e+02,6.588465e+02,1.546480e+00,0.24
51.000000,50.900000,6.498000e+02,6.514670e+02,1.667028e+00,0.26
76.100000,50.900000,6.802000e+02,6.964195e+02,1.621952e+01,2.38
71.900000,51.600000,6.877000e+02,6.889761e+02,1.276109e+00,0.19
74.500000,48.400000,6.924000e+02,6.968114e+02,4.411414e+00,0.64
75.700000,48.000000,6.981000e+02,6.993883e+02,1.288315e+00,0.18
77.000000,47.400000,7.001000e+02,7.024445e+02,2.344492e+00,0.33
77.400000,50.500000,6.840000e+02,6.990093e+02,1.500926e+01,2.19
81.200000,51.300000,7.023000e+02,7.040293e+02,1.729253e+00,0.25
78.100000,49.100000,7.027000e+02,7.019974e+02,-7.026185e-01,-0.10
70.300000,51.000000,6.814000e+02,6.869957e+02,5.595734e+00,0.82
68.000000,43.600000,6.858000e+02,6.901202e+02,4.320226e+00,0.63
88.600000,42.700000,7.307000e+02,7.275901e+02,-3.109948e+00,-0.43
89.000000,41.900000,7.351000e+02,7.290901e+02,-6.009937e+00,-0.82
84.300000,40.600000,7.302000e+02,7.247130e+02,-5.487049e+00,-0.75
85.600000,43.000000,7.209000e+02,7.231987e+02,2.298654e+00,0.32
81.700000,46.500000,7.092000e+02,7.117817e+02,2.581714e+00,0.36
82.500000,45.900000,7.192000e+02,7.140117e+02,-5.188251e+00,-0.72
79.600000,45.200000,7.015000e+02,7.101482e+02,8.648185e+00,1.23
48.100000,64.300000,6.587000e+02,6.520511e+02,-6.648864e+00,-1.01
39.900000,62.700000,6.385000e+02,6.372779e+02,-1.222118e+00,-0.19
69.100000,43.100000,6.844000e+02,6.928358e+02,8.435844e+00,1.23
73.100000,41.400000,7.046000e+02,7.028917e+02,-1.708259e+00,-0.24
71.500000,44.600000,6.902000e+02,6.959325e+02,5.732490e+00,0.83
71.700000,44.500000,6.900000e+02,6.964345e+02,6.434539e+00,0.93
72.900000,44.500000,6.939000e+02,6.987448e+02,4.844812e+00,0.70
67.200000,45.600000,6.893000e+02,6.866279e+02,-2.672085e+00,-0.39
46.600000,69.300000,6.570000e+02,6.512837e+02,-5.716317e+00,-0.87
35.500000,65.500000,6.194000e+02,6.331718e+02,1.377182e+01,2.22
51.000000,70.800000,6.613000e+02,6.558614e+02,-5.438585e+00,-0.82
42.500000,62.000000,6.364000e+02,6.412447e+02,4.844724e+00,0.76
43.800000,67.000000,6.461000e+02,6.471784e+02,1.078402e+00,0.17
42.600000,70.100000,6.536000e+02,6.465509e+02,-7.049051e+00,-1.08
70.700000,43.700000,6.834000e+02,6.953912e+02,1.199121e+01,1.75
79.700000,43.200000,7.074000e+02,7.132759e+02,5.875942e+00,0.83
78.000000,41.200000,7.014000e+02,7.129583e+02,1.155826e+01,1.65
74.100000,43.300000,7.012000e+02,7.025699e+02,1.369892e+00,0.20
78.800000,43.900000,7.008000e+02,7.106325e+02,9.832542e+00,1.40
83.500000,40.900000,7.194000e+02,7.230676e+02,3.667616e+00,0.51
59.700000,44.800000,6.733000e+02,6.723289e+02,-9.710548e-01,-0.14
59.700000,47.400000,6.694000e+02,6.707845e+02,1.384508e+00,0.21
59.400000,48.400000,6.764000e+02,6.696848e+02,-6.715220e+00,-0.99
56.600000,48.500000,6.629000e+02,6.639896e+02,1.089557e+00,0.16
43.700000,71.000000,6.380000e+02,6.478605e+02,9.860540e+00,1.55
35.200000,63.400000,6.316000e+02,6.295056e+02,-2.094363e+00,-0.33
38.900000,63.300000,6.446000e+02,6.362085e+02,-8.391493e+00,-1.30
41.200000,66.000000,6.283000e+02,6.428028e+02,1.450278e+01,2.31
54.700000,49.900000,6.456000e+02,6.596460e+02,1.404602e+01,2.18
61.500000,60.600000,6.515000e+02,6.697389e+02,1.823889e+01,2.80
63.200000,53.000000,6.390000e+02,6.742978e+02,3.529778e+01,5.52
70.400000,47.900000,6.711000e+02,6.902328e+02,1.913284e+01,2.85
77.000000,45.900000,6.985000e+02,7.045208e+02,6.020816e+00,0.86
57.100000,67.000000,6.582000e+02,6.635657e+02,5.365704e+00,0.82
53.800000,65.200000,6.422000e+02,6.599026e+02,1.770257e+01,2.76
62.800000,50.600000,6.771000e+02,6.748421e+02,-2.257923e+00,-0.33
58.700000,57.600000,6.731000e+02,6.662116e+02,-6.888432e+00,-1.02
68.200000,52.800000,6.701000e+02,6.822131e+02,1.211313e+01,1.81
65.400000,52.100000,6.670000e+02,6.783024e+02,1.130244e+01,1.69
66.400000,61.200000,6.763000e+02,6.755541e+02,-7.458781e-01,-0.11
66.900000,58.000000,6.708000e+02,6.774017e+02,6.601662e+00,0.98
59.100000,60.100000,6.708000e+02,6.666546e+02,-4.145448e+00,-0.62
61.300000,58.100000,6.718000e+02,6.698853e+02,-1.914698e+00,-0.29
38.200000,68.700000,6.614000e+02,6.403885e+02,-2.101152e+01,-3.18
34.400000,70.400000,6.313000e+02,6.363793e+02,5.079335e+00,0.80
39.900000,71.500000,6.470000e+02,6.434932e+02,-3.506822e+00,-0.54
36.200000,73.200000,6.611000e+02,6.393922e+02,-2.170784e+01,-3.28
68.700000,50.000000,6.767000e+02,6.852745e+02,8.574504e+00,1.27
75.200000,51.000000,6.882000e+02,6.948584e+02,6.658445e+00,0.97
65.000000,48.800000,6.821000e+02,6.798691e+02,-2.230882e+00,-0.33
67.600000,54.300000,6.631000e+02,6.803022e+02,1.720217e+01,2.59
68.700000,53.800000,6.641000e+02,6.822516e+02,1.815155e+01,2.73
64.900000,53.400000,6.764000e+02,6.767693e+02,3.693437e-01,0.05
53.700000,43.900000,6.648000e+02,6.595486e+02,-5.251417e+00,-0.79
37.600000,63.600000,6.279000e+02,6.342501e+02,6.350121e+00,1.01
39.200000,66.200000,6.442000e+02,6.399124e+02,-4.287562e+00,-0.67
37.100000,66.300000,6.484000e+02,6.367355e+02,-1.166450e+01,-1.80
35.600000,63.600000,6.385000e+02,6.305761e+02,-7.923886e+00,-1.24
45.900000,66.400000,6.464000e+02,6.498154e+02,3.415384e+00,0.53
74.600000,53.500000,6.837000e+02,6.912452e+02,7.545238e+00,1.10
58.200000,53.000000,6.563000e+02,6.659187e+02,9.618744e+00,1.47
64.300000,48.200000,6.689000e+02,6.790441e+02,1.014410e+01,1.52
66.500000,46.300000,6.847000e+02,6.846599e+02,-4.009098e-02,-0.01
71.000000,45.700000,6.884000e+02,6.937254e+02,5.325382e+00,0.77
72.100000,47.200000,6.915000e+02,6.940324e+02,2.532366e+00,0.37
75.100000,55.300000,6.917000e+02,6.902630e+02,-1.436959e+00,-0.21
74.400000,47.800000,6.886000e+02,6.973832e+02,8.783219e+00,1.28
76.500000,44.300000,7.169000e+02,7.058312e+02,-1.106884e+01,-1.54
64.500000,47.600000,6.831000e+02,6.798549e+02,-3.245105e+00,-0.48
64.700000,53.000000,6.563000e+02,6.766724e+02,2.037241e+01,3.10
67.600000,45.000000,6.664000e+02,6.879674e+02,2.156742e+01,3.24
68.600000,46.600000,6.887000e+02,6.883012e+02,-3.987941e-01,-0.06
78.400000,52.900000,7.025000e+02,6.976405e+02,-4.859525e+00,-0.69
82.600000,52.700000,7.032000e+02,7.043337e+02,1.133743e+00,0.16
50.000000,57.600000,6.520000e+02,6.517154e+02,-2.846115e-01,-0.04
51.400000,75.600000,6.614000e+02,6.527153e+02,-8.684660e+00,-1.31
41.800000,74.100000,6.350000e+02,6.450655e+02,1.006546e+01,1.59
50.500000,76.400000,6.578000e+02,6.510773e+02,-6.722673e+00,-1.02
47.800000,54.400000,6.491000e+02,6.454062e+02,-3.693835e+00,-0.57
49.600000,53.500000,6.637000e+02,6.489837e+02,-1.471628e+01,-2.22
53.100000,52.700000,6.589000e+02,6.562359e+02,-2.664117e+00,-0.40
51.700000,53.100000,6.637000e+02,6.533927e+02,-1.030735e+01,-1.55
49.900000,55.600000,6.608000e+02,6.505356e+02,-1.026444e+01,-1.55
51.600000,55.300000,6.634000e+02,6.538061e+02,-9.593895e+00,-1.45
54.000000,51.500000,6.669000e+02,6.580370e+02,-8.862996e+00,-1.33
42.100000,65.400000,6.321000e+02,6.437133e+02,1.161334e+01,1.84
41.700000,66.200000,6.386000e+02,6.437017e+02,5.101738e+00,0.80
42.100000,64.500000,6.600000e+02,6.429733e+02,-1.702669e+01,-2.58
81.000000,64.900000,7.024000e+02,6.894586e+02,-1.294139e+01,-1.84
82.500000,67.100000,6.903000e+02,6.887385e+02,-1.561545e+00,-0.23
85.300000,66.200000,6.801000e+02,6.925605e+02,1.246045e+01,1.83
67.900000,62.900000,6.778000e+02,6.766237e+02,-1.176274e+00,-0.17
72.300000,60.800000,6.859000e+02,6.826697e+02,-3.230349e+00,-0.47
71.600000,59.700000,6.760000e+02,6.824547e+02,6.454665e+00,0.95
72.700000,62.600000,6.771000e+02,6.821038e+02,5.003763e+00,0.74
76.500000,60.500000,6.875000e+02,6.878985e+02,3.985239e-01,0.06
66.000000,62.600000,6.704000e+02,6.746093e+02,4.209254e+00,0.63
82.800000,66.100000,7.010000e+02,6.901312e+02,-1.086880e+01,-1.55
